Age,BusinessTravel,DailyRate,EducationField,EmployeeCount,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,JobRole
20,Travel_Rarely,727,Life Sciences,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,No,Sales,9.0,1.0,1680.0,4.0,Male,54.0,3.0,,1.0,Sales Representative
33,Non-Travel,530,Life Sciences,1,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,No,Sales,16.0,3.0,1681.0,3.0,Female,36.0,3.0,2.0,,Sales Executive
36,Travel_Rarely,1351,Life Sciences,1,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,No,Research & Development,2.0,4.0,16.0,1.0,MaLE,,3.0,2.0,3.0,Healthcare Representative
44,Travel_Rarely,528,Life Sciences,1,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,No,Human Resources,1.0,3.0,1683.0,3.0,Female,44.0,3.0,1.0,4.0,Human Resources
23,Travel_Rarely,1320,Medical,1,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Yes,Research & Development,8.0,1.0,1684.0,4.0,Male,93.0,2.0,1.0,3.0,Laboratory Technician
38,Travel_Rarely,1495,Medical,1,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,No,Research & Development,4.0,2.0,1687.0,4.0,,87.0,3.0,1.0,3.0,Laboratory Technician
53,Travel_Rarely,1395,Medical,1,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,No,Research & Development,24.0,4.0,1689.0,2.0,Male,48.0,4.0,3.0,4.0,Healthcare Representative
48,Travel_Frequently,708,Medical,1,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Yes,Sales,7.0,2.0,,4.0,Female,95.0,3.0,1.0,3.0,Sales Representative
32,Travel_Rarely,1259,Life Sciences,1,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Yes,,2.0,4.0,1692.0,4.0,Male,95.0,3.0,1.0,2.0,Laboratory Technician
26,Non-Travel,786,Medical,1,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,No,Research & Development,7.0,3.0,1693.0,4.0,Male,76.0,3.0,1.0,4.0,Laboratory Technician
55,Travel_Rarely,1441,Technical Degree,1,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,No,Research & ,22.0,3.0,1694.0,1.0,,94.0,2.0,1.0,2.0,Research Scientist
34,Travel_Rarely,1157,Medical,1,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,No,Research & Development,5.0,2.0,1696.0,2.0,Male,57.0,2.0,2.0,4.0,Laboratory Technician
60,Travel_Rarely,370,Medical,1,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,No,Research & Development,1.0,4.0,1697.0,3.0,Male,92.0,1.0,,4.0,Healthcare Representative
33,Travel_Rarely,267,Medical,1,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,No,Research & Development,21.0,3.0,,2.0,,79.0,4.0,1.0,2.0,Laboratory Technician
37,Travel_Frequently,1278,Medical,1,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,No,Sales,1.0,4.0,1700.0,3.0,Male,31.0,1.0,2.0,4.0,Sales Executive
34,Travel_Rarely,678,Life Sciences,1,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,No,Research & Development,19.0,3.0,1701.0,2.0,Female,35.0,,1.0,4.0,Research Scientist
23,Travel_Rarely,427,Life Sciences,1,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,Yes,SalEs,7.0,3.0,17.0,3.0,Male,9.0,3.0,1.0,4.0,Sales Representative
44,Travel_Rarely,921,Life Sciences,1,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,No,Research & Development,,3.0,1703.0,3.0,Female,96.0,4.0,3.0,4.0,Healthcare Representative
35,Travel_Frequently,146,Medical,1,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,No,Research & Development,2.0,4.0,1704.0,1.0,Male,79.0,2.0,1.0,,Research Scientist
43,Travel_Rarely,1179,Medical,1,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,No,Sales,2.0,3.0,1706.0,4.0,Male,73.0,3.0,2.0,4.0,Sales Executive
24,Travel_Rarely,581,Medical,1,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,No,Research & ,9.0,3.0,1707.0,3.0,maLE,62.0,4.0,1.0,,Research Scientist
41,Travel_Rarely,918,Marketing,1,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,No,Sales,6.0,3.0,1708.0,4.0,mAle,3.0,3.0,3.0,3.0,Sales Executive
29,Travel_Rarely,1082,Medical,1,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,No,Research & Development,9.0,4.0,1709.0,4.0,Fem,43.0,3.0,1.0,3.0,Laboratory Technician
36,Travel_Rarely,530,Life Sciences,1,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,No,,2.0,4.0,1710.0,3.0,Female,51.0,3.0,2.0,4.0,Sales Representative
45,Non-Travel,1238,Life Sciences,1,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,No,reseArCH & deveLoPMenT,1.0,1.0,1712.0,3.0,Male,74.0,2.0,3.0,3.0,Healthcare Representative
24,Travel_Rarely,240,Human Resources,1,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,Yes,,22.0,1.0,1714.0,4.0,,58.0,1.0,1.0,3.0,Human Resources
47,Travel_Frequently,1093,Life Sciences,1,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Yes,Sales,9.0,3.0,1716.0,3.0,,82.0,,,3.0,Sales Executive
26,Travel_Rarely,390,Medical,1,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,No,Research & Development,17.0,4.0,1718.0,4.0,Male,62.0,1.0,1.0,3.0,Laboratory Technician
45,Travel_Rarely,1005,Technical Degree,1,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,No,Research & Development,28.0,2.0,1719.0,4.0,Female,48.0,2.0,,2.0,Research Director
32,Travel_Frequently,585,Life Sciences,1,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,No,Research & Development,10.0,3.0,1720.0,1.0,Male,56.0,3.0,1.0,3.0,Research Scientist
31,Travel_Rarely,741,Life Sciences,1,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,No,Research & Development,2.0,4.0,1721.0,2.0,Male,6.0,,1.0,3.0,Laboratory Technician
41,Non-Travel,552,Human Resources,1,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,No,Human Resources,4.0,3.0,1722.0,,Male,60.0,1.0,2.0,2.0,Human Resources
40,Travel_Rarely,369,Life Sciences,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,No,Research & Development,8.0,2.0,1724.0,2.0,Female,92.0,3.0,,1.0,Manufacturing Director
24,Travel_Rarely,506,Medical,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,No,Research & ,29.0,1.0,1725.0,2.0,Male,91.0,,,1.0,Laboratory Technician
46,Travel_Rarely,717,Life Sciences,1,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,No,Research & Development,13.0,4.0,1727.0,3.0,Male,34.0,3.0,2.0,,Healthcare Representative
35,Travel_Rarely,1370,Life Sciences,1,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,No,Research & Development,,4.0,1728.0,4.0,Male,49.0,3.0,2.0,3.0,Manufacturing Director
30,Travel_Rarely,793,Life Sciences,1,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,No,Research & Development,16.0,1.0,1729.0,2.0,Male,33.0,3.0,1.0,,Research Scientist
47,Non-Travel,543,Marketing,1,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,No,SaleS,,4.0,17.0,3.0,Male,87.0,,2.0,2.0,Sales Executive
46,Travel_Rarely,1277,Life Sciences,1,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,No,Sales,2.0,,,3.0,Male,74.0,3.0,3.0,4.0,Sales Executive
36,Travel_Rarely,1456,Marketing,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Yes,sAleS,,5.0,1733.0,2.0,Male,96.0,2.0,2.0,1.0,Sales Executive
32,Travel_Rarely,964,Life Sciences,1,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,Yes,Sales,1.0,,1734.0,1.0,Male,34.0,1.0,2.0,2.0,Sales Executive
23,Travel_Rarely,160,Medical,1,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,No,Research & Development,4.0,1.0,1735.0,3.0,Female,51.0,3.0,1.0,,Laboratory Technician
31,Travel_Frequently,163,Technical Degree,1,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,No,Research & Development,24.0,1.0,1736.0,4.0,Female,30.0,3.0,,4.0,Manufacturing Director
39,Non-Travel,792,Life Sciences,1,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,No,Research & Development,1.0,3.0,1737.0,4.0,Male,77.0,3.0,2.0,,Laboratory Technician
32,Travel_Rarely,371,Life Sciences,1,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,No,Sales,19.0,3.0,1739.0,4.0,Male,80.0,1.0,3.0,3.0,Sales Executive
40,Travel_Rarely,611,Medical,1,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,No,Sales,7.0,4.0,17.0,2.0,Male,8.0,3.0,,2.0,Manager
45,Travel_Rarely,176,Life Sciences,1,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,No,Human Resources,4.0,3.0,1744.0,3.0,femALE,56.0,1.0,3.0,3.0,Human Resources
30,Travel_Frequently,1312,Technical Degree,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,No,Research & Development,2.0,4.0,1745.0,4.0,,78.0,2.0,1.0,1.0,Research Scientist
24,Travel_Frequently,897,Medical,1,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,No,Human Resources,10.0,3.0,1746.0,1.0,Male,59.0,3.0,1.0,4.0,Human Resources
30,Travel_Frequently,600,Human Resources,1,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,Yes,Human Resources,8.0,3.0,1747.0,3.0,Female,66.0,,1.0,4.0,Human Resources
31,Travel_Rarely,1003,Technical Degree,1,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,No,Sales,,3.0,1749.0,1.0,Male,51.0,3.0,2.0,3.0,Sales Executive
27,Travel_Rarely,1054,Medical,1,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,No,Research & Development,8.0,3.0,1751.0,3.0,FEmALE,67.0,3.0,1.0,4.0,Research Scientist
29,Travel_Rarely,428,Marketing,1,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Yes,Sales,9.0,3.0,1752.0,2.0,Female,52.0,1.0,1.0,2.0,Sales Representative
29,Travel_Frequently,461,Life Sciences,1,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,No,Research & Development,1.0,3.0,17.0,,Male,70.0,4.0,2.0,3.0,Healthcare Representative
30,Travel_Rarely,979,Marketing,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,No,Sa,15.0,2.0,1754.0,3.0,Male,94.0,2.0,3.0,,Sales Executive
34,Travel_Rarely,181,Medical,1,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,No,Research & Development,2.0,4.0,1755.0,4.0,Male,97.0,,1.0,4.0,Research Scientist
33,Non-Travel,1283,Marketing,1,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,No,Sales,,3.0,1756.0,4.0,Female,62.0,3.0,2.0,2.0,Sales Executive
49,Travel_Rarely,1313,Marketing,1,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,No,Sales,11.0,4.0,1757.0,4.0,Female,80.0,,2.0,4.0,Sales Executive
33,Travel_Rarely,211,Life Sciences,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Yes,Sales,16.0,3.0,1758.0,1.0,Female,74.0,3.0,3.0,1.0,Sales Executive
38,Travel_Frequently,594,Medical,1,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,No,Research & Development,2.0,2.0,1760.0,3.0,Female,75.0,,1.0,,Laboratory Technician
31,Travel_Rarely,1079,Marketing,1,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Yes,Sales,16.0,4.0,1761.0,1.0,Male,70.0,3.0,3.0,3.0,Sales Executive
29,Travel_Rarely,590,Technical Degree,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,No,Research & Development,4.0,3.0,1762.0,4.0,Female,91.0,2.0,1.0,,Research Scientist
30,Travel_Rarely,305,Life Sciences,1,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,No,Research & Development,16.0,3.0,1763.0,3.0,Male,5.0,4.0,2.0,3.0,Healthcare Representative
32,Non-Travel,953,Technical Degree,1,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,No,Research & Development,5.0,4.0,1764.0,2.0,Male,65.0,3.0,1.0,2.0,Research Scientist
38,Travel_Rarely,833,Medical,1,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,No,Research & Development,1.0,3.0,1766.0,2.0,Male,60.0,1.0,2.0,4.0,Healthcare Representative
43,Travel_Frequently,807,Technical Degree,1,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Yes,Research & Development,17.0,,1767.0,3.0,Male,38.0,2.0,1.0,,Research Scientist
42,Travel_Rarely,855,Medical,1,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,No,Research & Development,12.0,3.0,1768.0,2.0,Male,57.0,3.0,1.0,2.0,Laboratory Technician
55,Travel_Rarely,478,Medical,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,No,,,3.0,17.0,3.0,Male,60.0,2.0,5.0,1.0,Research Director
33,Non-Travel,775,Technical Degree,1,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,No,Research & Development,4.0,3.0,,4.0,Male,90.0,3.0,2.0,2.0,Research Scientist
41,Travel_Rarely,548,Life Sciences,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,No,Research & Development,,4.0,1772.0,3.0,Male,94.0,3.0,1.0,1.0,Laboratory Technician
34,Non-Travel,1375,Life Sciences,1,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,No,Sales,10.0,3.0,1774.0,4.0,Male,87.0,,2.0,3.0,Sales Executive
53,Non-Travel,661,Medical,1,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,No,Research & Development,1.0,4.0,1775.0,1.0,FemALe,60.0,2.0,4.0,3.0,Manufacturing Director
43,Travel_Rarely,244,Life Sciences,1,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,No,Human Resources,2.0,3.0,1778.0,2.0,Male,97.0,3.0,1.0,,Human Resources
34,Travel_Rarely,511,Life Sciences,1,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,No,Sales,3.0,2.0,1779.0,4.0,Female,32.0,1.0,2.0,4.0,Sales Executive
21,Travel_Rarely,337,Marketing,1,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Yes,Sales,7.0,1.0,1780.0,2.0,Male,31.0,3.0,1.0,,Sales Representative
38,Travel_Rarely,1153,Other,1,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,No,Research & Development,6.0,2.0,1782.0,4.0,Female,40.0,2.0,1.0,3.0,Laboratory Technician
22,Travel_Rarely,1294,Medical,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Yes,ResEarCH & dEvElopmeNt,8.0,1.0,1783.0,3.0,Female,79.0,3.0,1.0,1.0,Laboratory Technician
31,Travel_Rarely,196,Marketing,1,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,No,,29.0,4.0,1784.0,1.0,,,2.0,2.0,4.0,Sales Executive
51,Travel_Rarely,942,Technical Degree,1,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,No,Research & Development,3.0,3.0,1786.0,1.0,FEMalE,53.0,3.0,3.0,3.0,Manager
37,Travel_Rarely,589,Marketing,1,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,No,Sales,9.0,2.0,,2.0,Male,46.0,2.0,2.0,2.0,Sales Executive
46,Travel_Rarely,734,Medical,1,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,No,Research & Development,,4.0,1789.0,3.0,Male,46.0,3.0,5.0,4.0,Research Director
36,Travel_Rarely,1383,Life Sciences,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,No,Research & ,10.0,3.0,1790.0,4.0,Male,90.0,3.0,3.0,1.0,Healthcare Representative
44,Travel_Frequently,429,Medical,1,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Yes,Research & Development,1.0,2.0,1792.0,3.0,Male,,3.0,1.0,2.0,Research Scientist
37,Travel_Rarely,1239,Other,1,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,No,Human Resources,8.0,2.0,17.0,3.0,Male,89.0,3.0,2.0,2.0,Human Resources
35,Travel_Rarely,303,Life Sciences,1,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Yes,Sales,27.0,3.0,1797.0,3.0,Male,84.0,3.0,2.0,4.0,Sales Executive
33,Travel_Rarely,867,Life Sciences,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,No,Research & Development,,4.0,1798.0,4.0,,90.0,4.0,1.0,1.0,Research Scientist
28,Travel_Rarely,1181,Life Sciences,1,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,No,Research & Development,1.0,3.0,1799.0,3.0,Male,82.0,3.0,1.0,4.0,Research Scientist
39,Travel_Rarely,1253,Medical,1,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,No,Research & Development,10.0,1.0,1800.0,3.0,Male,65.0,,3.0,3.0,Research Director
46,Non-Travel,849,Life Sciences,1,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,No,,26.0,2.0,1801.0,2.0,Male,98.0,2.0,2.0,2.0,Sales Executive
40,Travel_Rarely,616,Life Sciences,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,No,Research & Development,2.0,2.0,1802.0,3.0,Female,9.0,3.0,1.0,1.0,Laboratory Technician
42,Travel_Rarely,1128,Medical,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,No,rESEArcH & DeVELOPmEnt,13.0,3.0,1803.0,2.0,Male,95.0,4.0,2.0,1.0,Healthcare Representative
35,Non-Travel,1180,Medical,1,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,No,Research & Development,2.0,2.0,,2.0,Ma,90.0,3.0,2.0,4.0,Manufacturing Director
38,Non-Travel,1336,Human Resources,1,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,No,Human Resources,2.0,3.0,1805.0,1.0,Male,100.0,3.0,1.0,2.0,Human Resources
34,Travel_Frequently,234,Life Sciences,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Yes,Research & Development,9.0,4.0,1807.0,4.0,Male,93.0,3.0,2.0,1.0,Laboratory Technician
37,Travel_Rarely,370,Medical,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Yes,REsEarCh & DevelOPmenT,10.0,4.0,1809.0,4.0,Male,58.0,3.0,2.0,1.0,Manufacturing Director
39,Travel_Frequently,766,Life Sciences,1,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,No,Sales,20.0,3.0,1812.0,3.0,,83.0,3.0,2.0,4.0,Sales Executive
43,Non-Travel,343,Life Sciences,1,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,No,Research & ,,3.0,1813.0,1.0,Male,52.0,3.0,1.0,3.0,Research Scientist
41,Travel_Rarely,447,Life Sciences,1,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,No,Research & Development,,3.0,1814.0,2.0,Male,,4.0,2.0,2.0,Healthcare Representative
41,Travel_Rarely,796,Marketing,1,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,No,Sales,,1.0,1815.0,3.0,Female,81.0,3.0,,3.0,Sales Executive
30,Travel_Rarely,1092,Medical,1,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,No,Research & Development,10.0,3.0,1816.0,1.0,Fem,64.0,3.0,3.0,,Manufacturing Director
26,Travel_Rarely,920,Medical,1,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,Yes,Human Resources,20.0,2.0,1818.0,4.0,FEMaLE,69.0,,1.0,2.0,Human Resources
46,Travel_Rarely,261,Medical,1,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7,Yes,Research & Development,21.0,2.0,1821.0,4.0,Female,66.0,3.0,2.0,2.0,Healthcare Representative
40,Travel_Rarely,1194,Life Sciences,1,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,No,Research & Development,1.0,3.0,1822.0,3.0,Female,52.0,3.0,2.0,4.0,Healthcare Representative
34,Travel_Rarely,810,Technical Degree,1,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,No,Sales,8.0,2.0,1823.0,2.0,Ma,92.0,4.0,2.0,3.0,Sales Executive
58,Non-Travel,350,Medical,1,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14,No,Sales,2.0,3.0,1824.0,2.0,mALe,52.0,3.0,,2.0,Manager
35,Travel_Rarely,185,Medical,1,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,No,Research & Development,23.0,4.0,1826.0,,MAle,91.0,1.0,1.0,3.0,Laboratory Technician
47,Travel_Rarely,1001,Life Sciences,1,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10,No,Research & Development,4.0,3.0,1827.0,3.0,Female,92.0,2.0,3.0,2.0,Manufacturing Director
40,Travel_Rarely,750,Life Sciences,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,No,Research & Development,12.0,3.0,1829.0,2.0,FemAlE,47.0,,,1.0,Healthcare Representative
54,Travel_Rarely,431,Medical,1,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,No,Research & Development,7.0,4.0,1830.0,4.0,Female,68.0,3.0,2.0,,Research Scientist
31,Travel_Frequently,1125,Marketing,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,No,Sales,,4.0,1833.0,1.0,Female,68.0,3.0,,1.0,Sales Executive
28,Travel_Rarely,1217,Medical,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,No,Research & Development,,3.0,1834.0,3.0,Female,67.0,3.0,1.0,,Research Scientist
38,Travel_Rarely,723,Marketing,1,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,No,Sales,2.0,4.0,1835.0,2.0,Female,77.0,1.0,2.0,4.0,Sales Representative
26,Travel_Rarely,572,Medical,1,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,No,Sales,10.0,3.0,1836.0,3.0,,4.0,3.0,2.0,4.0,Sales Executive
58,Travel_Frequently,1216,Life Sciences,1,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,No,Research & ,15.0,4.0,1837.0,1.0,Male,87.0,3.0,4.0,3.0,Research Director
18,Non-Travel,1431,Medical,1,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,No,Research & Development,14.0,3.0,,2.0,Female,33.0,,1.0,3.0,Research Scientist
31,Travel_Rarely,359,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Yes,Human Resources,18.0,5.0,1842.0,,Male,89.0,4.0,1.0,1.0,Human Resources
29,Travel_Rarely,350,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,Yes,Human Resources,13.0,3.0,1844.0,1.0,Male,56.0,2.0,1.0,1.0,Human Resources
45,Non-Travel,589,Life Sciences,1,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,No,Sales,2.0,4.0,1845.0,3.0,Female,,3.0,,3.0,Sales Executive
36,Travel_Rarely,430,Other,1,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,No,Research & Development,,4.0,1847.0,4.0,,73.0,3.0,2.0,2.0,Research Scientist
43,Travel_Frequently,1422,Life Sciences,1,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,No,Sales,2.0,4.0,1849.0,1.0,Male,92.0,3.0,2.0,4.0,Sales Executive
27,Travel_Frequently,1297,Life Sciences,1,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,No,Research & Development,5.0,2.0,1850.0,4.0,Female,5.0,,1.0,4.0,Laboratory Technician
29,Travel_Frequently,574,Medical,1,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,No,Research & Development,20.0,1.0,18.0,4.0,Male,40.0,,1.0,4.0,Laboratory Technician
32,Travel_Frequently,1318,Marketing,1,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,No,Sales,10.0,4.0,1853.0,4.0,Male,79.0,3.0,2.0,4.0,Sales Executive
